sentiment	numberagreed	tweetid	tweet
neutral	3	113796	Heute Nacht gehen die Gutscheincodes für die Nintendo 3DS Aktion raus. Letzte Chance sich zu registrieren. ~http 
neutral	3	33569	Unser Wetter in Mengen: ~http  #KondorAviatik #Fliegen #Sonne
positive	3	10211	freut sich aufs LaserQuest heut abend!
neutral	3	39472	HP Notebook + 2 Samsung Handys + Tasche + Maus für 0 EUR bei Quickhandy ! - ~http 
neutral	3	1724	~heute Abend Fußball Brasilien gegen Germany nu mal schauen  ZDF 20:15 :) wers nicht wissen sollte...
neutral	3	2772	Das Liederprojekt auf facebook: ~http 
neutral	3	22815	ok...weder noch.
positive	3	78	heute abend party; döngesmühle!!!  mit meiner besten!!!
positive	3	20150	hach ist das schön wenn die sonne scheint xD
neutral	3	38340	NEU: das Ruger Explorer Starter Kit. Luftgewehr im Komplettset für nur 109;95 Euro! ~http 
neutral	3	10043	spiegel online schreibt; dass obama eine fliege gefangen hat  ~http  und lässt mich ratlos zurück!
neutral	3	23901	Oh Gott ich beginne zu verstehen.
neutral	3	45950	Gibts Videos der "Überkleber" von Rinteln? solange gilt die Unschuldsvermutung ? @ #piraten fans #cdu #spd #gruene ~http 
neutral	3	35169	GC: Nintendos Software-LineUp für das restliche Jahr: Nintendo hat nun die Release-Liste aller Spiele des aktuel... ~http 
neutral	3	105268	suche ein Samsung Galaxy S i9000
neutral	3	20272	Bald geht es wieder los; am 16.April wird im kleinen Harz der Halberstädter Dom eingeweiht.
neutral	3	13165	Amerikanische Sendung zum Thema Lumixyl System-Pflege ~http 
positive	3	10841	....wie schön; keine Banane mehr; gut; dass sich manches mit einer einfachen Kündigung lösen läßt...
positive	3	40682	Danke für´s folgen @user @user @user @user @user ; Euer ~http 
negative	3	21210	verdammte Urlaubszeit und schon steigt  die Zahl der Fundtiere; der Ausgesetzten !!!
neutral	3	17457	hubschrauber über meinem haus
neutral	3	26571	pennen binz :D (es ist 04:40)
neutral	3	121383	Wer noch keinen eBook-Reader hat: Am 16.12. ab 17.00 Uhr ein Sony PRS-505 als Angebot mit eBook-Gutschein. Infos folgen hier.
negative	3	226	Mein Plattenspieler gab nach 12 jahren grad den Geist auf :( Letzter Song: Etta James - Power Play.. R.I.P.
positive	3	11828	hahahaha was ein Erlebnis im mandalay :D
neutral	3	35164	MediaCreate Software-Charts vom 21. August 2011: Das japanische Marktforschungs-Unternehmen MediaCreate hat die ... ~http
neutral	3	4709	Beim Aushandeln von Honoraren geht es nicht darum; wer im Recht ist. ~http
neutral	3	21526	FREITAG 03/09/2010  - SOMMER SCHLUSS VERKAUF..... ~http 
neutral	3	9412	Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Phil Collins - Dir gehö... ~http
neutral	3	15909	HEUTE 21.05.2010 Jam Session mit Textil-Festival; Start 21:00 Uhr; Eintritt 2€; see more @ ~http 
positive	3	41263	ASP war sehr sehr sehr geil! Within Temptation geniesse ich aus der ferne; Beste Freundin lieber mittendrin. #meraluna
neutral	3	32685	#OBI in #Lehrte geht in Stellung und mischt sich in die Debatte ein. Zeitung lesen.
neutral	3	43792	Installationen Bochel ab sofort online!  ~http 
neutral	3	18477	Hallo liebe Nadine Bla; die von Dir abgebildete Blume ist nicht die aus der Aktion mit dem Code: GRATIS-BLUME (ab... ~http 
neutral	3	14133	Heute: Patchday - Microsoft veröffentlicht 17 Bulletins ~http  via @user + CyanogenMod 7 installieren.
neutral	3	14576	Sind Multimillionäre; Playboys und Filmstars glückliche Menschen? Oder sind es die "Armen" mit weniger Geld in anderen Erdteilen?
positive	3	30490	Wünsche allen die es lesen möchten einen wunderschönen Abend; bei dem Wetter keine Kunst.
neutral	3	4484	Kann ein GPL-Verstoss geheilt werden?: Über Golem.de wurde ich auf einen Beitrag von Naughton aufmerksam; der in... ~http 
na	3	38479	iich liiebe iihn *-* ._. iist heute übelst kopfgefiickt &gt;.&lt; iich hab Kopfschmerzen wie Sau &gt;.&lt;
negative	3	3056	bah. volvic ist ekelig.
positive	3	7930	lol das mit dem #Dschungelcamp ist einfach nur belustigend haha xD
negative	3	46691	Frauenfußball ist soooooooooo schlecht
neutral	3	32618	Sind's denn hier StudiVZler dabei! Dann schaut's doch ei'mal nach die Gruppe Kommissar Hjuler !
neutral	3	25893	wer hier Angst hat hat schon verloren..~http 
neutral	3	32245	MiMi; unser neuer Online-Aktionsshop; hat wieder geöffnet. Heute gibt's günstige Tickets für die nächste Premiere! ~http 
neutral	3	106762	Infografik: Skype – von der Idee bis zur Übernahme durch Microsoft ~http 
neutral	3	33658	Veranstaltung: Heute; 07.09. in Köln "A Lo Latino Special" im Petit Prince mit DJ Eddy & clm ~http  #Salsa #Merengue
neutral	3	31789	Vielleicht sollte ich doch mal Bing eine Chance geben
neutral	3	26000	so ne #Twitter - #Googleplus schnittstelle fehlt aber noch; oder?
neutral	3	28408	Neuer Online-Lieferservice Lieferheld sorgt für kräftig Wirbel ~http 
negative	3	39927	scheiss Wetterumschwung! gnaaahhhh &€kjsbrfbowfoinwrfverksd
neutral	3	24835	ein Fall für den Soziologen #Klo-Grafitti @user
neutral	3	29119	Kurzer Draht zum Kunden in der #WeltamSonntag! #SocialMedia
negative	3	39110	Na Toll! Jetzt ist mir das ganze noch auf den Kreislauf geschlagen. Damit lieg ich für heute Flach :-(
neutral	3	35418	Nur füttern; nicht streichenl bitte! @user @user @user @user @user Twitterzooten #ff
neutral	3	24432	‘Occurro!’ kehrt in den App Store zurück; Komplett kostenlos ~http 
negative	3	39755	Alter wie ich einfach mal so kein Bock mehr hab.
neutral	3	11868	Bildergalerie: Wir hatten ja schon bemerkt; am Sonntag war hier im Wichtelwald viel los. Einer der freundlichen.. ~http
neutral	3	38515	2:15 streiten die sich um die Flasche xDD(YouTube ~http )
neutral	3	39412	Foto von Kai Pflaume bei Microsoft im Digitalen Klassenzimmer. #CeBIT #CeBIT10 ~http  ~http 
neutral	3	47065	Die Trainingszeiten bis zu den Sommerferien sind nun auf der Homepage aktualisiert. ~http 
negative	3	35291	wenn sarah knappik im tv über paris hilton urteilt; stimmt was nicht am sonntagmorgen.
neutral	3	46304	Tagesstatistik: 214 neue Beiträge; 12 neue Themen; 9 neue Galeriebilder! Verpasst? ~http 
neutral	3	125791	:D RT @user Aufgeflogen! Samsung kopierte das iPad schon im Jahre 2006 ~http 
positive	3	5211	VIA @user Weil unser Herz Liebe kennt ♥ sehr schön!
positive	3	26134	Es gibt da ein supi geiles Forum &gt;_&lt; ~http  der Manga ist auch geil *-* das müsst ihr euch ansehen &gt;_&lt; supi game ^^
negative	3	38836	Mir gehts immer noch beschissen|heftige Halsschmerzen -.-''
neutral	3	870	News am Nachmittag - Teilweise voll gesperrt: Otto-Brenner / Stadtwerke / Polizei sucht BetrügerInnen / Country-Cody 3. #bielefeld #kanal21
negative	3	6927	Fenster zu es zieht!Nein;Fenster zu es stinkt wieder gewaltig im Hinterhof!Was so ein Imbiss so alles ungestraft darf!Frische Luft bitte!!!
neutral	3	105270	Suche: Samsung Galaxy Tab  Verkaufe: Motorola Defy   Hat jemand was?!
negative	3	43051	doofes wetter zum bremsen machen...
neutral	3	20898	Zurück aus München; am WE Umzug Teil III
neutral	3	43050	gerade vom Strand zurück gekommen
neutral	3	31576	Noch Plätze frei! Ferien-Workshop "Die #Technik des #Linolschnitts" für Kinder ab 8 Jahren schnell bis 26.8. anmelden! ~http 
neutral	3	157700	Neue Produkte von Samsung im Kommen! Teil 2 ~http 
neutral	3	331	#Erfolg mal anders definiert   ~http 
neutral	3	43342	Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Trailer towing fail ~http 
neutral	3	29562	Das braucht Ihr aber nicht gleich zu können: ~http  #Bosu #Balance #Performance
positive	3	25589	Geschafft! ... Knuddelesel.de auf Jomsocial 2.2.1 geupdatet ... läuft noch nicht alles rund; aber wird ja hoffentlich
positive	3	22911	Wir sind dabei; Wormser Pfingstmarkt! Wir freuen uns auf interessante Gespräche! Halle 5/512 vom 22. bis 30. Mai 2010 ~http 
neutral	3	11551	braucht dringen neue schuhe; ein kleid; ein haarreif; neues piercing; neue oberteile ...♥
neutral	3	39298	Änderung in den Hartz IV Regelsätzen? Gericht verhandelt am 19.10.09! Alle Infos Heute 16.10. Im Familienbüro Katharinenstr. 23
neutral	3	22659	Ich habe den Kanal von CommanderKrieger auf YouTube abonniert (~http ).
neutral	3	35812	Punkteniveau auf Regio Süd deutlich unter BaWü; Gutenberg- und SK-Cup; 9 Clubs im Wettbewerb; 17 Redner-Saisondebüts #VDCHregios
neutral	3	32848	3 Grundbe-Dürfnisse jedes Menschen: • Selbst-Wirksamkeit: Effektivität + Effizienz (was + wie)
positive	3	20833	Juuhuu.. "Schutzengel" von Paulo Coelho gewonnen..das ist doch mal eine gute Nachricht heute...
neutral	3	3513	Das ist ja wie bei der "Sendung mit der Maus". #Welterklärung #WwM
positive	3	42960	Harry Potter und die Heiligtümer des Todes T.2 am Dienstag war echt klasse. Und dann nächste Woche nochmal in 3d und demnächst 24h HP! :3
negative	3	95341	Handy vollkommen kaputt -_- Sony Ericsson sucks -_-" Kann ich echt nicht empfehlen! Morgen nach 'nem neuen Ausschau halten *seufz* #Xperia
neutral	3	29331	Warum macht Microsoft auf WinXP Systemen Werbung für den IE9?
neutral	3	43133	News des Tages: AIDA baut weiter - diesmal in Japan. In 2016 wird die Flotte mehr als 25.000 Betten umfassen! ~http 
neutral	3	46553	Bohnen-Tomaten-Gemüse ~http 
neutral	3	43093	Damals war es das 2. zuhause...
neutral	3	33607	Kolumbianisches Verfassungsgericht stärkt Rechte der Indigenen auf ihre Kultur und ihr Territorium (pdf; ~http  (cont) ~http
negative	3	46639	Ich mag #Anthony nicht @user
negative	3	46098	heute voll abgekackt zum kotzen ey geht gar nicht
negative	3	3169	Ich möchte Menschen verfluchen können!!
neutral	3	99209	Jemand interesse an ein Sony Ericsson Satio? 1 Jahr noch Garantie... Melden ;&gt;
neutral	3	4468	Button-Lösung auf den Weg gebracht: Was haben wir alle geschimpft und kritisiert: Nicht nur bei uns gab es Kriti... ~http 
neutral	3	22391	#BigBrother Einzug. Wer schaut? #bb
negative	3	22466	Enclave90 Patricia RT @user Kann mir mal jemand bitteschön zusammenfassen; was der Scheiß mit Berlin bitte soll? #fickdichberlin
neutral	3	38673	heute zuhause bleiben oder wegfahren.. das is die große frage.. ?!! mhh.. noch unentschlossen.. mhh.. mal sehn
neutral	3	24493	KnechtPetrus´ Daily wurde gerade veröffentlicht! ~http  ▸ Titelthemen heute: @user @user
neutral	3	41159	Slogan der #NPD#SachsenAnhalt: "Gegen den Strom".Ich wäre für Koalition mit #Bremer#Linken.Die sind auch #antisemitisch und auch gegen Strom
positive	3	19959	mein Auto fährt trotz Eiseskältet!
neutral	3	9534	Vielen Dank! ab jetzt erhalten sie das Eurovisions Packet für 10;99€ pro Woche auf ihr Handy! #ardesc
neutral	3	31397	Gelb in sektor zwei
positive	3	10111	Guten Morgen Welt ;-)
negative	3	37320	Bin erst ne Woche bei Deviantart und bekomm jetzt schon Spam-Nachrichten; Yeah!
positive	3	45707	Auch ich wünsche allen hier weiterhin frohe und gesegnete Weihnachten! :)
neutral	3	17422	Fahrradfahrer aufgepasst: die Berliner Polizei kontrolliert wieder an roten Ampeln!
neutral	3	18955	Interessant; wie das Internet tief in unsere Kultur eingreift; und wie schwer sich viele damit tun: ~http 
neutral	3	39369	Führt Kriege gegen andere Stämme und gewinnt Perlen für eure Stammeskasse. Wer schafft es die Statistik mit... ~http 
neutral	3	23124	Drei Weinhoheiten und ein Geschäftsführer auf ~http
neutral	3	33855	Konzertreihe: "Jazz Metropolitano 2011" Goethe-Instititut Kolumbien präsentiert jazz colombiano ab 10. Mai... ~http 
negative	3	23296	kann ma einer mein freund werden hier ..... fühl mich nach 4 minuten immer noch so alleine :-/
neutral	3	5718	GEWINNE EXKLUSIVE COCA-COLA Light Accessoires entworfen von Karl Lagerfeld ~http
neutral	3	27988	Clicker+Leinenaggr. Video ~http 
neutral	3	12272	Eigene Icons für die Windows-Bibliotheken: Jeder in Windows 7 kennt die Bibliotheken. Um sie kommt man gar nicht... ~http 
neutral	3	99094	einer Erfahrung mit Samsung Wave?
positive	3	6076	Jahrgangsstufe 12... nur noch 2 Jahre und dann endlich vorbei... :D :D
neutral	3	5988	.@liberalextrem Die Grundlage der Wirtschaft ist dinglich und findet zwischen Menschen statt. Finanzkapital optimiert nur die Investitionen.
neutral	3	5834	Nochmal der Hinweis; am 27.09. Wahlparty in Wesel! Infos und Anmeldung hier: ~http
neutral	3	165424	Techniknews: "Office 365" - Microsoft Office Webapp im Browser - Beta startet heute; Anmeldung kostenlos ~http  @user
positive	3	8254	süße :* ich hab dich lieb und mag dich :**♥
neutral	3	33959	Versandhändler Otto will nach Brasilien expandieren ~http
neutral	3	36498	Jetzt wisst ihr Bescheid: ~http
positive	3	9718	Hallo ihr Lieben (:
positive	3	105261	Geil !!!!! Neues Samsung Galaxy S 2
neutral	3	21739	ich war noch zu klein um die lage zu begreifen.
neutral	3	2778	#Wiegenlied der Woche: "In stiller Nacht" von Christiane Oelze. Jetzt kostenlos downloaden auf ~http 
neutral	3	31698	Na dann guck ich gleich mal beim Juwelier. Ist für eine Mini-Fernbedienung.
neutral	3	24687	Alle Samstag-Ergebnisse im Amateurfußball: Viele Tore; einige Überraschungen gab es in den Samstag-Par... ~http  #Lustenau
neutral	3	27331	Überwiegend bewölkt; 17°C; Wind: 2 km/h (11:00) #Luzern
neutral	3	40504	Haha; das war wohl ein Schock für die armen Turtle Mitarbeiter; aber seht selbst: ~http 
neutral	3	210	lichtgestaltung-aachen.de
neutral	3	5632	Streiche lieber ein Jahr in deinem Leben und gestalte die nächsten 365 Tage neu.  Franz Kern
neutral	3	13166	Unsere amerikanischer Partner ~http 
neutral	3	29381	Was denn auf #MSN heute los??? ~http 
neutral	3	42559	Nachrichten Krefeld Krefeld - Niers-Express: Fünf Wochen Ersatzverkehr mit Bussen ~http 
neutral	3	5096	was soll #bchh09 überhaupt sein? Ja ich bin unwissend....
negative	3	30772	Neinnnn bitte nicht...~http 
neutral	3	43569	Das neue; sichere Formel-ADAC-Boot mit Sicherheitscockpit bei einer seiner ersten Testfahrten am vergangenen Sonntag. ~http
neutral	3	117540	Falsch er wurde durch das iPhone tracking gefunden! “@Neureutheralex: Bin Laden aufgeflogen weil er Playstation von Sony gespielt hat und.."
positive	3	25003	Der erste Tag ist rum und die Arbeit gefällt. :-) #s2
neutral	3	9385	Ich habe ein YouTube-Video zu meinen Favoriten hinzugefügt. -- Justin bieber performan... ~http
positive	3	19320	Nur noch ein paar Std ;)
positive	3	11614	Neue Frisuuuur xD und ich seh verdammt gut aus :P
neutral	3	121002	Sind die Server von Sony (zum online spielen) immer noch down; habe neulich mit nem Kollegen gespielt! Gruß Marius #Sony #Server #Frage #PS3
neutral	3	33192	Wird "2001 - Odysee im Weltraum" von Samsung gegen iPad am LG DD ins Feld geführt? ~http 
neutral	3	1322	Jasmine hat für euch vorab "Das verbotene Eden - David und Juna" gelesen und rezensiert ~http 
neutral	3	15645	Kennt jemand den Rekordläufer mit der Nr. 18019 am Berlinmarathon? #sollstarksein
neutral	3	12887	New Post:  Samsung Galaxy S Plus ab Juni in Deutschland erhältlich ~http
neutral	3	17351	else.schwarz Rechtsanwälte - #Wiesbaden | Beamte #Mobbing Bauen & Denkmal; #Umwelt; Fachanwalt Verwaltungsrecht ~http 
neutral	3	22022	"Erinnerung" heisst das neue Kunstplakat von Quarrtsiluni. Auch im Lusorium-Stream auf Flickr: ~http 
neutral	3	24446	Square Enix verschiebt ‘Final Fantasy Tactics’ weiter nach hinten ~http 
neutral	3	13950	Misikalische Früherziehung – Let's get loud! ~http 
neutral	3	33822	Der Schatz des kolumbianischen Departamentos Córdoba: Lorica - Lebensfreude am Ufer des Río Sinú - Fotogallerie: ~http 
neutral	3	24098	Die Aussichten für Morgen: Da haben wir 2-3 Follows im Norden; und 1 Retweet im Osten. Am Abend ziehen Unfollows durchs Land.
neutral	3	34775	24h #Konsum: JA zu liberaleren Öffnungszeiten der Tankstellenshops ~http 
neutral	3	15915	HEUTE 01.05.2010 danceON Reggae-Party mit green skin movement Start 21:00 Uhr Eintritt 2€ (Vereinsmitglieder frei)  ~http 
positive	3	43211	LOL ist toll! ~http
positive	3	19352	Nie mehr ohne dich-ich liebe dich :-*
positive	3	26422	Feierabend
neutral	3	23699	Jetzt Hunger.
neutral	3	16798	Aufsteiger Platz #3: babywalz Anti-Rutsch-Socken ~http 
negative	3	18272	„Warum sagst du das nicht vorher; warum erst jetzt? Was tun wir denn so schnell? ...“ Daily Dueck Aktuell ~http  via @user
neutral	3	178959	Was haben ein Smart; ein dicker Audi und ein Tischlerei-Transporter gemeinsam? Nen fetten Crash vor meinem Bürofenster. Sind alle wohlauf!
neutral	3	30737	Hier mal ein netter spruch für unsere Vegetarier..Die Schweine von Heute sind die Schnitzel von Morgen!
neutral	3	6743	Google löscht Android-Apps aus der Ferne ~http 
positive	3	35560	Frohes Neues ! ! ! Hoffentlich seit ihr alle schee nei gerutscht^^
neutral	3	105269	Hat mir jemand einen direkten Vergleich zwischen dem Samsung Galaxy s i9000 und dem LG Optimus Speed? Welches ist zu empfehlen?
neutral	3	16767	AUCH NEU! ~http 
neutral	3	7529	Lemmings auf WebOS? Sony (Rechteinhaber)  schiebt den Riegel vor! #webos #palm #pre
negative	3	16283	1;60 männlich rote haare etwas dick hasenfresse und n iq von mettwurst und ne stimme wie verona feldbusch! Die nervige aushilfe!
neutral	3	3658	Habe gerade ein Flugzeug geflogen. Also im Simulator am PC. Werde jetzt Pilot!
neutral	3	20563	NEWS von der Weltreise: Laos ~http
negative	3	11513	aber der mond..:(
neutral	3	35640	Suncase Ledertasche für Samsung Galaxy S2 ~http 
neutral	3	32990	Neue Termine für die Social-Web-Roadshow! ~http  ~http 
neutral	3	48910	Entdecke Windows 7 bei unserem "Deploy & Win" Wettbewerb; welchen wir bald gemeinsam mit Microsoft starten werden - soon @ ~http 
neutral	3	20263	Passend zur wahl am so RT @user Alles Infos zu “#servergate” – Polizei beschlagnahmt Piratenpartei-Server. ~http 
neutral	3	129005	Apple ist der neue Smartphone-König - Finnen rutschten im Quartal auf 3. Platz ab. Samsung nun Branchenzweiter. ~http 
neutral	3	66147	Technik der Zukunft ; wie sie sich Microsoft vorstellt:   ~http 
negative	3	34418	Zum #Plagiat Vorfall: Selbst der erste Absatz findet sich woander wieder. Schon dreist. ~http 
neutral	3	2781	Rheinbergers "Abendlied"; gesungen vom SWR Vokalensemble Stuttgart. Jetzt kostenlos herunterladen auf ~http 
neutral	3	18570	Microsoft - Bing und Google; der ungleiche Kampf der Suchmaschinen oder was ist los mit Bing? - ~http 
neutral	3	88351	Die Antwort für Microsoft ~http 
neutral	3	34245	Das Foto Konijnenberg Kenner-Angebot: Die Sony DSC-HX5 Kompaktkamera diese Woche für nur € 199;00: ~http
negative	3	7384	Es ist traurig;wenn sich zwei Menschen einig darüber sind;dass sie nichts mehr miteinander zu tun haben wollen.
positive	3	32125	Heute muss mal wieder ein Eintrag rein. Es ist ein geiles Gefühl wenn man auf den Knopf drückt und es 8 mal die Sek. Klack macht! Wahnsinn!
neutral	3	129835	Wiesbaden sucht einen Projektleiter im Microsoft Umfeld (m/w) ~http 
neutral	3	41568	Wenn #Weihnachtsmänner #Glüwein trinken;....~http 
neutral	3	4066	#Weihnachten #Gutscheine #Kanutour auf der #Fulda zum #Sofortausdruck bei KanutoursFulda ~http
positive	3	35494	Die Liebe ist mein Lebens-Navi
negative	3	18745	ich hasse ich hasse ich hasse ich hasse wen auch immer; am besten alle !
positive	3	21226	Endlich konnte ich meinen Schweinehund überwinden und mich an das Kleid machen... naja... ok... ich hab den Stoff zurecht geschnitten XD
neutral	3	31033	#Suche Visa für Strandshooting auf #TfP Basis. Bitte melden Please RT
positive	3	7888	Ich spiel grad Nintendo DS :D
neutral	3	19628	Wie viele Zugriffe müssen das wohl sein auf #gameone damit der Server einknickt?
neutral	3	31611	Tipp! Käthe #Kollwitz #Jubiläumsaustellung "Paris bezauberte mich" bis 30.Januar 2011 verlängert. ~http 
neutral	3	25817	Zeigt her Eure Lieblinge - Parade 7 Woche ~http 
neutral	3	16022	"Finest-Electronic-Beats" KLANGRAUM FM NÜRNBERG / FÜRTH 106;5 MHz - ERLANGEN 106;2 MHz KABEL DEUTSCHLAND 103;9 MHz - KA… ~http 
neutral	3	23867	Zehn lustige Domainnamen ~http  #domains #seitennamen #seitenadressen #humor
neutral	3	33343	Urheberrechts-Trolle in der Wikipedia ~http 
neutral	3	23441	Ich ziehe um  ~http 
neutral	3	3491	Irgendwas vom Rest? - Ja; genau! #Detailliebe #Domian
neutral	3	25789	Post von heute 06 September 2011 ~http
negative	3	14059	Nacht durchmachen; weil ich eben angefangen habe einen 5-seitigen Bericht zu schreiben; den ich morgen abgeben darf. Na das wird n Spaß -.-
neutral	3	167723	Nintendo Fans aufgepasst. Eine frische Review zum bald erscheinenden Nintendo 3DS auf loveforgames.de &lt;3
neutral	3	46320	"Der Marketing im Sinne des Marketing..." #TippfehlerThursday #fail  #Uni
neutral	3	19842	Spieltag 33 Gesamtwertung:  @user 320 Pkt. @user  318 Pkt. @user 315 Pkt.
neutral	3	154140	eBook-Reader Sony PRS-300 in verschiedenen Farben für 99;90 Euro bei Comtech ~http 
neutral	3	33999	Zitat: Sagst du’s mir; so vergesse ich es. Zeigst du’s mir; so merke ich es mir. Lässt du mich teilhaben; so verstehe ich es. (China)
positive	3	13263	Morgen gehts vielleicht nach Hamburg :)
neutral	3	22989	Nichtraucher werden; ohne Entzugserscheinungen und ohne Gewichtszunahme. Das ist möglich! ~http 
neutral	3	44296	MÜNCHEN: Psst! Heisse Ware aus dem Knast! Neu auf ~http
negative	3	25570	Frauen kann man doch echt nicht weiter trauen als man sie sieht ... schlimm sowas ...
neutral	3	29141	"@KoelnFormat: Mein #eBay account feiert 10jähriges. Und euer so?" Gute Frage; muss ich nachschauen. Gruß Frank
neutral	3	8464	Entwicklung hocheffizienter Elektroden für die großtechnische Erzeugung von Wasserstoff aus regenerativen Energien ~http 
neutral	3	36321	twittern auch leute; denen es schlecht geht? /via @user - Spannende Frage nach Qualität und Bedeutung der Sozialbeziehungen im Netz!
neutral	3	129034	Apple verklagt Samsung auch in Südkorea - Vorwurf des Ideenklaus nimmt nun internationale Dimensionen an. ~http 
neutral	3	25941	Heute Abend kommen etliche seltene Mikrofone auf den Reprotisch! #Robinsound
neutral	3	73310	Premiere: 1. Verkaufsspiel in Wien. Start 16:00 Uhr im Hilton Plaza ~http
neutral	3	34726	.@svp_wahlen_2011 Wahlversprechen hier unterzeichnen ~http  "SVP ... fordert echte Entlastungen für Wirtschaft & Konsumenten"
positive	3	30184	Guten morgen. Endlich mal ein guter start in start in den tag.
neutral	3	24248	Verkaufe einen Nintendo DS lite cobalt Blue mit cyclo ds Evolution für 200€ VB.(4 Monate alt)  ~http
negative	3	13149	Ach hab ich lust heute :___:
neutral	3	167727	Seid ihr am Nintendo 3DS interessiert? Morgen wird ein Artikel über den neuen Handheld veröffentlicht. Seid gespannt!
positive	3	42902	Ach was für ein schönes Video ~http 
neutral	3	82685	[Gerücht] Microsoft zeigt Windows 8 auf Samsung-Tablet: Schon in wenigen Tagen (am 13. September) will Microsoft... ~http 
negative	3	40023	Yahoo-Chefin per Telefon gekündigt. Hm ... dass dazu nicht das Internet genutzt wurde; zeigt Yahoos Niedergang ganz deutlich ...
positive	3	11511	soo...um circa 10 uhr muss ich erst am bahnhof sein und kann demnach noch was chillen...:D
positive	3	45250	gleich essen gehen; und dann ab nach frankfurt und von dort aus nach griechenland :)
neutral	3	8460	Audi balanced mobility - mit Wind erzeugtes e-Gas soll Audi antreiben ~http 
neutral	3	7992	Twitter - lange vernachlässigt; aber es war einfach so viel privates los *G* ... Trotzdem viel gelesen in der Zeit siehe Blog ;)
neutral	3	39832	+1;5 wodka!!!!!! Männer vergessen einfach alles!!!!
neutral	3	7297	Ich bin gerade ~http  beigetreten mit 3 anderen Leuten und 2 auf Kamera.
neutral	3	37779	Die #Piraten Friedenau werden auf dem Cranachstrassenfest vertreten sein; am Samstag; 21.05. ab 14 Uhr
neutral	3	14853	Am Sonntag trifft sich um halb zwei der Arbeitskreis Öffentlichkeit wegen der Erneuerung der KjG Homepage und danach die PL =)
neutral	3	78308	Liveshopping: adidas schuh bei Hervis statt € 90 um € 60; zu finden auf ORF.at (rechts); gratis versand
positive	3	12656	Super Wetter! Heute abend gleich mal noch ins #Freibad nach #Nagold ins kühle Nass!!!
